id,source,split,label,label_idx,group,path,cache,seg_cache
43,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::34.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/23b44f6d-0a70-4587-85ac-534ca483a49e___Mary_HL 9296.JPG,/workspace/plant-disease/data/cache/plantvillage/43.jpg,/workspace/plant-disease/data/cache/plantvillage/43_seg.jpg
44,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::34.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/57cdc3ce-f08d-4082-bad2-819a8f3489ca___Mary_HL 9293.JPG,/workspace/plant-disease/data/cache/plantvillage/44.jpg,/workspace/plant-disease/data/cache/plantvillage/44_seg.jpg
45,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::34.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/6e41633c-1c44-44a6-9cc7-fd2d52a1f5c7___Mary_HL 9297.JPG,/workspace/plant-disease/data/cache/plantvillage/45.jpg,/workspace/plant-disease/data/cache/plantvillage/45_seg.jpg
46,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::34.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/caff89cd-939b-415c-b02c-8bbe1149893c___Mary_HL 9302.JPG,/workspace/plant-disease/data/cache/plantvillage/46.jpg,/workspace/plant-disease/data/cache/plantvillage/46_seg.jpg
47,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::34.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/28b1e241-4234-4710-893c-b75c6dec6fa7___Mary_HL 9299.JPG,/workspace/plant-disease/data/cache/plantvillage/47.jpg,/workspace/plant-disease/data/cache/plantvillage/47_seg.jpg
48,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::34.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/6e46f8bd-3bbd-4a8d-945c-c3959c01f0fd___Mary_HL 9294.JPG,/workspace/plant-disease/data/cache/plantvillage/48.jpg,/workspace/plant-disease/data/cache/plantvillage/48_seg.jpg
49,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::34.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/a5d1fa7f-14bf-4c47-ac20-dc995e1f7016___Mary_HL 9301.JPG,/workspace/plant-disease/data/cache/plantvillage/49.jpg,/workspace/plant-disease/data/cache/plantvillage/49_seg.jpg
50,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::34.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/9effa4a0-acd4-420c-bb44-535b4834ab67___Mary_HL 9295.JPG,/workspace/plant-disease/data/cache/plantvillage/50.jpg,/workspace/plant-disease/data/cache/plantvillage/50_seg.jpg
51,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::34.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/a2a60055-0788-42e6-9ab5-b234c1739ebb___Mary_HL 9298.JPG,/workspace/plant-disease/data/cache/plantvillage/51.jpg,/workspace/plant-disease/data/cache/plantvillage/51_seg.jpg
52,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::4.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/8c7736ec-6aff-45d8-9ee3-4609496a9f5b___Mary_HL 6245.JPG,/workspace/plant-disease/data/cache/plantvillage/52.jpg,/workspace/plant-disease/data/cache/plantvillage/52_seg.jpg
53,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::4.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/54564261-1cce-4a60-ab02-ff8b31b5e6f1___Mary_HL 6244.JPG,/workspace/plant-disease/data/cache/plantvillage/53.jpg,/workspace/plant-disease/data/cache/plantvillage/53_seg.jpg
54,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::4.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/abe86a95-19a5-43d3-ad40-1d5d2c2f5878___Mary_HL 6242.JPG,/workspace/plant-disease/data/cache/plantvillage/54.jpg,/workspace/plant-disease/data/cache/plantvillage/54_seg.jpg
55,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::4.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/9b4b800b-ad23-435b-843e-035226811248___Mary_HL 6243.JPG,/workspace/plant-disease/data/cache/plantvillage/55.jpg,/workspace/plant-disease/data/cache/plantvillage/55_seg.jpg
56,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::4.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/1bf5e5e4-d00c-442c-b153-497aa3ed9278___Mary_HL 6240.JPG,/workspace/plant-disease/data/cache/plantvillage/56.jpg,/workspace/plant-disease/data/cache/plantvillage/56_seg.jpg
57,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::4.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/74a39783-3c14-4dd3-88b4-d66dbd127787___Mary_HL 6239.JPG,/workspace/plant-disease/data/cache/plantvillage/57.jpg,/workspace/plant-disease/data/cache/plantvillage/57_seg.jpg
58,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::4.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/a1a0440c-f12d-40de-884f-71cd96d96e67___Mary_HL 6238.JPG,/workspace/plant-disease/data/cache/plantvillage/58.jpg,/workspace/plant-disease/data/cache/plantvillage/58_seg.jpg
59,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::4.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/2d98e51f-8702-4309-944b-e196c2ec5275___Mary_HL 6241.JPG,/workspace/plant-disease/data/cache/plantvillage/59.jpg,/workspace/plant-disease/data/cache/plantvillage/59_seg.jpg
60,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::17.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366.JPG,/workspace/plant-disease/data/cache/plantvillage/60.jpg,/workspace/plant-disease/data/cache/plantvillage/60_seg.jpg
61,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::17.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/187f5dcf-6cf1-4d4f-b1be-e7dfa587ee15___Mary_HL 6367.JPG,/workspace/plant-disease/data/cache/plantvillage/61.jpg,/workspace/plant-disease/data/cache/plantvillage/61_seg.jpg
62,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::17.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/2f5293ed-9843-4c15-830e-94ea76b56c3a___Mary_HL 6368.JPG,/workspace/plant-disease/data/cache/plantvillage/62.jpg,/workspace/plant-disease/data/cache/plantvillage/62_seg.jpg
63,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::17.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/3704d044-7a5d-4f95-8e5e-e5b2b9f1de68___Mary_HL 6369.JPG,/workspace/plant-disease/data/cache/plantvillage/63.jpg,/workspace/plant-disease/data/cache/plantvillage/63_seg.jpg
64,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::17.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/f9a17672-1988-4d21-be88-a47880d56e44___Mary_HL 6365.JPG,/workspace/plant-disease/data/cache/plantvillage/64.jpg,/workspace/plant-disease/data/cache/plantvillage/64_seg.jpg
65,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::17.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/1997bed9-d59a-4c4a-b342-15a1089af75b___Mary_HL 6363.JPG,/workspace/plant-disease/data/cache/plantvillage/65.jpg,/workspace/plant-disease/data/cache/plantvillage/65_seg.jpg
66,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::17.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/7ba1a91f-41d0-4ff2-a994-4d469ad26b0c___Mary_HL 6370.JPG,/workspace/plant-disease/data/cache/plantvillage/66.jpg,/workspace/plant-disease/data/cache/plantvillage/66_seg.jpg
67,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::17.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/3dee0318-2add-408a-99f5-38344f25ea3d___Mary_HL 6362.JPG,/workspace/plant-disease/data/cache/plantvillage/67.jpg,/workspace/plant-disease/data/cache/plantvillage/67_seg.jpg
68,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::17.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/4d81c781-9651-4262-bdad-545a8c7f0ce2___Mary_HL 6364.JPG,/workspace/plant-disease/data/cache/plantvillage/68.jpg,/workspace/plant-disease/data/cache/plantvillage/68_seg.jpg
69,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::24.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/864352f7-e173-489b-929a-f9f90ef9d368___Mary_HL 9150.JPG,/workspace/plant-disease/data/cache/plantvillage/69.jpg,/workspace/plant-disease/data/cache/plantvillage/69_seg.jpg
70,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::24.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/5a43ca3a-6454-4339-b9d9-3ad5e3ca8314___Mary_HL 9147.JPG,/workspace/plant-disease/data/cache/plantvillage/70.jpg,/workspace/plant-disease/data/cache/plantvillage/70_seg.jpg
71,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::24.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/824685c5-3416-4870-ba42-cc49e719c3b2___Mary_HL 9151.JPG,/workspace/plant-disease/data/cache/plantvillage/71.jpg,/workspace/plant-disease/data/cache/plantvillage/71_seg.jpg
72,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::24.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/8a4fee29-822c-42da-8eab-9ae04234ee5c___Mary_HL 9153.JPG,/workspace/plant-disease/data/cache/plantvillage/72.jpg,/workspace/plant-disease/data/cache/plantvillage/72_seg.jpg
73,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::24.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/68c91797-4323-4a34-a203-8393cdf3889b___Mary_HL 9143.JPG,/workspace/plant-disease/data/cache/plantvillage/73.jpg,/workspace/plant-disease/data/cache/plantvillage/73_seg.jpg
74,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::24.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/85a36b6e-2a95-42de-8caa-4f985cd60e13___Mary_HL 9152.JPG,/workspace/plant-disease/data/cache/plantvillage/74.jpg,/workspace/plant-disease/data/cache/plantvillage/74_seg.jpg
75,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::24.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/75f56384-1805-4f7f-8ad8-a2871d344bff___Mary_HL 9144.JPG,/workspace/plant-disease/data/cache/plantvillage/75.jpg,/workspace/plant-disease/data/cache/plantvillage/75_seg.jpg
76,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::24.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/1e2f76bb-af16-4cc5-9fed-8efa9a68d6a3___Mary_HL 9142.JPG,/workspace/plant-disease/data/cache/plantvillage/76.jpg,/workspace/plant-disease/data/cache/plantvillage/76_seg.jpg
77,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::24.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/db5f68e1-0cdd-401b-8d08-a1b8a2d4284e___Mary_HL 9148.JPG,/workspace/plant-disease/data/cache/plantvillage/77.jpg,/workspace/plant-disease/data/cache/plantvillage/77_seg.jpg
78,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::24.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/c43f2be4-4d7d-4f36-9aaa-4b031ef1c2e1___Mary_HL 9149.JPG,/workspace/plant-disease/data/cache/plantvillage/78.jpg,/workspace/plant-disease/data/cache/plantvillage/78_seg.jpg
79,plantvillage,train,Raspberry___healthy,23,pv:Raspberry___healthy:::24.0,/workspace/plant-disease/raw/pv/raw/color/Raspberry___healthy/dd14b50c-230e-4d4e-aaad-7e7c9c856503___Mary_HL 9146.JPG,/workspace/plant-disease/data/cache/plantvillage/79.jpg,/workspace/plant-disease/data/cache/plantvillage/79_seg.jpg
